,TABLETYPE,ICD10-CM,ICD9-CM
1350,A,D144,2129
1351,A,D150,2126
1352,A,D151,2127
1353,A,D152,2125
1354,A,D157,2128
1355,A,D159,2129
1356,A,D160,2134
1357,A,D161,2135
1358,A,D162,2137
1359,A,D163,2138
1360,A,D1641,21301
1361,A,D1642,21302
1362,A,D165,2131
1363,A,D166,2132
1364,A,D167,2133
1365,A,D168,2136
1366,A,D169,2139
1367,A,D170,2140
1368,A,D171,2141
1369,A,D172,2141
1370,A,D173,2141
1371,A,D174,2142
1372,A,D175,2143
1373,A,D176,2144
1374,A,D177,2148
1375,A,D179,2149
1376,A,D1800,22800
1377,A,D1801,22801
1378,A,D1802,22802
1379,A,D1803,22804
1380,A,D1804,22804
1381,A,D1805,22809
1382,A,D1808,22809
1383,A,D181,2281
1384,A,D190,2124
1385,A,D191,2118
1386,A,D197,2298
1387,A,D199,2299
1388,A,D200,2118
1389,A,D201,2118
1390,A,D210,2150
1391,A,D211,2152
1392,A,D212,2153
1393,A,D213,2154
1394,A,D214,2155
1395,A,D215,2156
1396,A,D216,2157
1397,A,D219,2159
1398,A,D220,2160
1399,A,D221,2161
1400,A,D222,2162
1401,A,D223,2163
1402,A,D224,2164
1403,A,D225,2165
1404,A,D226,2166
1405,A,D227,2167
1406,A,D229,2169
1407,A,D230,2160
1408,A,D231,2161
1409,A,D232,2162
1410,A,D233,2163
1411,A,D234,2164
1412,A,D235,2165
1413,A,D236,2166
1414,A,D237,2167
1415,A,D239,2169
1416,A,D24,217
1417,A,D250,2180
1418,A,D251,2181
1419,A,D252,2182
1420,A,D259,2189
1421,A,D260,2190
1422,A,D261,2191
1423,A,D267,2198
1424,A,D269,2199
1425,A,D27,220
1426,A,D280,2212
1427,A,D281,2211
1428,A,D282,2210
1429,A,D287,2218
1430,A,D289,2219
1431,A,D290,2221
1432,A,D291,2222
1433,A,D292,2220
1434,A,D293,2223
1435,A,D294,2224
1436,A,D297,2228
1437,A,D299,2229
1438,A,D300,2230
1439,A,D301,2231
1440,A,D302,2232
1441,A,D303,2233
1442,A,D304,22381
1443,A,D307,22389
1444,A,D309,2239
1445,A,D310,2243
1446,A,D311,2244
1447,A,D312,2245
1448,A,D313,2246
1449,A,D314,2240
1450,A,D315,2242
1451,A,D316,2241
1452,A,D319,2249
1453,A,D320,2252
1454,A,D321,2254
1455,A,D329,2252
1456,A,D330,2250
1457,A,D331,2250
1458,A,D332,2250
1459,A,D333,2251
1460,A,D334,2253
1461,A,D337,2258
1462,A,D339,2259
1463,A,D34,226
1464,A,D350,2270
1465,A,D351,2271
1466,A,D352,2273
1467,A,D353,2273
1468,A,D354,2274
1469,A,D355,2275
1470,A,D356,2276
1471,A,D357,2278
1472,A,D358,2278
1473,A,D359,2279
1474,A,D360,2290
1475,A,D361,2158
1476,A,D367,2298
1477,A,D369,2299
1478,A,D370,2351
1479,A,D371,2352
1480,A,D372,2352
1481,A,D373,2352
1482,A,D374,2352
1483,A,D375,2352
1484,A,D376,2353
1485,A,D377,2355
1486,A,D379,2355
1487,A,D380,2356
1488,A,D381,2357
1489,A,D382,2358
1490,A,D383,2358
1491,A,D384,2358
1492,A,D385,2359
1493,A,D386,2359
1494,A,D390,2360
1495,A,D391,2362
1496,A,D392,2361
1497,A,D397,2363
1498,A,D399,2363
1499,A,D400,2365
1500,A,D401,2364
1501,A,D407,2366
1502,A,D409,2366
1503,A,D410,23691
1504,A,D411,23691
1505,A,D412,23691
1506,A,D413,23699
1507,A,D414,2367
1508,A,D417,23699
1509,A,D419,23690
1510,A,D420,2376
1511,A,D421,2376
1512,A,D429,2376
1513,A,D430,2375
1514,A,D431,2375
1515,A,D432,2375
1516,A,D433,2379
1517,A,D434,2375
1518,A,D437,2379
1519,A,D439,2379
1520,A,D440,2374
1521,A,D441,2372
1522,A,D442,2374
1523,A,D443,2370
1524,A,D444,2370
1525,A,D445,2371
1526,A,D446,2373
1527,A,D447,2373
1528,A,D448,2580
1529,A,D449,2374
1530,A,D45,2384
1531,A,D460,2387
1532,A,D461,2387
1533,A,D462,2387
1534,A,D463,2387
1535,A,D464,2387
1536,A,D467,2387
1537,A,D469,2387
1538,A,D470,2385
1539,A,D471,2387
1540,A,D472,2731
1541,A,D473,2387
1542,A,D477,2387
1543,A,D479,2387
1544,A,D480,2380
1545,A,D481,2381
1546,A,D482,2381
1547,A,D483,2354
1548,A,D484,2354
1549,A,D485,2382
1550,A,D486,2383
1551,A,D487,2388
1552,A,D489,2389
1553,A,D500,2800
1554,A,D501,2808
1555,A,D508,2808
1556,A,D509,2809
1557,A,D510,2810
1558,A,D511,2811
1559,A,D512,2813
1560,A,D513,2811
1561,A,D518,2811
1562,A,D519,2811
1563,A,D520,2812
1564,A,D521,2812
1565,A,D528,2812
1566,A,D529,2812
1567,A,D530,2814
1568,A,D531,2819
1569,A,D532,2818
1570,A,D538,2818
1571,A,D539,2819
1572,A,D550,2822
1573,A,D551,2822
1574,A,D552,2823
1575,A,D553,2823
1576,A,D558,2823
1577,A,D559,2823
1578,A,D560,2824
1579,A,D561,2824
1580,A,D562,2824
1581,A,D563,2824
1582,A,D564,2827
1583,A,D568,2824
1584,A,D569,2824
1585,A,D570,28262
1586,A,D571,28261
1587,A,D572,28263
1588,A,D573,2825
1589,A,D578,28269
1590,A,D580,2820
1591,A,D581,2821
1592,A,D582,2827
1593,A,D588,2828
1594,A,D589,2829
1595,A,D590,2830
1596,A,D591,2830
1597,A,D592,28319
1598,A,D593,28311
1599,A,D594,28319
1600,A,D595,2832
1601,A,D596,2832
1602,A,D598,2839
1603,A,D599,2839
1604,A,D600,2848
1605,A,D601,2848
1606,A,D608,2848
1607,A,D609,2848
1608,A,D610,2840
1609,A,D611,2848
1610,A,D612,2848
1611,A,D613,2849
1612,A,D618,2848
1613,A,D619,2849
1614,A,D62,2851
1615,A,D630,2859
1616,A,D638,2859
1617,A,D640,2850
1618,A,D641,2850
1619,A,D642,2850
1620,A,D643,2850
1621,A,D644,2858
1622,A,D648,2858
1623,A,D649,2859
1624,A,D65,2866
1625,A,D66,2860
1626,A,D67,2861
1627,A,D680,2864
1628,A,D681,2862
1629,A,D682,2863
1630,A,D683,2865
1631,A,D684,2867
1632,A,D688,2869
1633,A,D689,2869
1634,A,D690,2870
1635,A,D691,2871
1636,A,D692,2872
1637,A,D693,2873
1638,A,D694,2873
1639,A,D695,2874
1640,A,D696,2875
1641,A,D698,2878
1642,A,D699,2879
1643,A,D70,2880
1644,A,D71,2881
1645,A,D720,2882
1646,A,D721,2883
1647,A,D728,2888
1648,A,D729,2889
1649,A,D730,28959
1650,A,D731,2894
1651,A,D732,28951
1652,A,D733,28959
1653,A,D734,28959
1654,A,D735,28959
1655,A,D738,28959
1656,A,D739,28950
1657,A,D740,2897
1658,A,D748,2897
1659,A,D749,2897
1660,A,D750,2896
1661,A,D751,2890
1662,A,D752,2899
1663,A,D758,2898
1664,A,D759,2899
1665,A,D760,2778
1666,A,D761,2778
1667,A,D762,2778
1668,A,D763,2778
1669,A,D77,2899
1670,A,D800,27904
1671,A,D801,27900
1672,A,D802,27901
1673,A,D803,27903
1674,A,D804,27902
1675,A,D805,27905
1676,A,D806,27909
1677,A,D807,27909
1678,A,D808,27909
1679,A,D809,27909
1680,A,D810,2792
1681,A,D811,2792
1682,A,D812,2792
1683,A,D813,2772
1684,A,D814,27913
1685,A,D815,2772
1686,A,D816,2792
1687,A,D817,2792
1688,A,D818,2792
1689,A,D819,2792
1690,A,D820,27912
1691,A,D821,27911
1692,A,D822,27919
1693,A,D823,27919
1694,A,D824,27919
1695,A,D828,2793
1696,A,D829,2793
1697,A,D830,27906
1698,A,D831,27906
1699,A,D832,27906
1700,A,D838,27906
1701,A,D839,27906
1702,A,D840,27919
1703,A,D841,2798
1704,A,D848,2793
1705,A,D849,2793
1706,A,D860,135
1707,A,D861,135
1708,A,D862,135
1709,A,D863,135
1710,A,D868,135
1711,A,D869,135
1712,A,D890,2730
1713,A,D891,2732
1714,A,D892,2898
1715,A,D898,2798
1716,A,D899,2799
1717,A,E000,243
1718,A,E001,243
1719,A,E002,243
1720,A,E009,243
1721,A,E010,2409
1722,A,E011,2411
1723,A,E012,2409
1724,A,E018,2442
1725,A,E02,2442
1726,A,E030,2461
1727,A,E031,243
1728,A,E032,2443
1729,A,E033,2448
1730,A,E034,2468
1731,A,E035,78001
1732,A,E038,2448
1733,A,E039,2449
1734,A,E040,2400
1735,A,E041,2410
1736,A,E042,2411
1737,A,E048,2419
1738,A,E049,2419
1739,A,E050,24200
1740,A,E051,24210
1741,A,E052,24220
1742,A,E053,24240
1743,A,E054,24280
1744,A,E055,24291
1745,A,E058,24280
1746,A,E059,24290
1747,A,E060,2450
1748,A,E061,2451
1749,A,E062,2458
1750,A,E063,2452
1751,A,E064,2454
1752,A,E065,2458
1753,A,E069,2459
1754,A,E070,2460
1755,A,E071,2461
1756,A,E078,2468
1757,A,E079,2469
1758,A,E1000,25031
1759,A,E1001,25033
1760,A,E1010,25011
1761,A,E1011,25013
1762,A,E1020,25041
1763,A,E1021,25043
1764,A,E1030,25051
1765,A,E1031,25053
1766,A,E1040,25061
1767,A,E1041,25063
1768,A,E1050,25071
1769,A,E1051,25073
1770,A,E1060,25081
1771,A,E1061,25083
1772,A,E1070,25081
1773,A,E1071,25083
1774,A,E1080,25091
1775,A,E1081,25093
1776,A,E1090,25001
1777,A,E1091,25003
1778,A,E1100,25030
1779,A,E1101,25032
1780,A,E1110,25010
1781,A,E1111,25012
1782,A,E1120,25040
1783,A,E1121,25042
1784,A,E1130,25050
1785,A,E1131,25052
1786,A,E1140,25060
1787,A,E1141,25062
1788,A,E1150,25070
1789,A,E1151,25072
1790,A,E1160,25080
1791,A,E1161,25082
1792,A,E1170,25080
1793,A,E1171,25082
1794,A,E1180,25090
1795,A,E1181,25092
1796,A,E1190,25000
1797,A,E1191,25002
1798,A,E1200,25030
1799,A,E1201,25032
1800,A,E1210,25010
1801,A,E1211,25012
1802,A,E1220,25040
1803,A,E1221,25042
1804,A,E1230,25050
1805,A,E1231,25052
1806,A,E1240,25060
1807,A,E1241,25062
1808,A,E1250,25070
1809,A,E1251,25072
1810,A,E1260,25080
1811,A,E1261,25082
1812,A,E1270,25080
1813,A,E1271,25082
1814,A,E1280,25090
1815,A,E1281,25092
1816,A,E1290,25000
1817,A,E1291,25002
1818,A,E1300,25030
1819,A,E1301,25032
1820,A,E1310,25010
1821,A,E1311,25012
1822,A,E1320,25040
1823,A,E1321,25042
1824,A,E1330,25050
1825,A,E1331,25052
1826,A,E1340,25060
1827,A,E1341,25062
1828,A,E1350,25070
1829,A,E1351,25072
1830,A,E1360,25080
1831,A,E1361,25082
1832,A,E1370,25080
1833,A,E1371,25082
1834,A,E1380,25090
1835,A,E1381,25092
1836,A,E1390,25000
1837,A,E1391,25002
1838,A,E1400,25030
1839,A,E1401,25032
1840,A,E1410,25010
1841,A,E1411,25012
1842,A,E1420,25040
1843,A,E1421,25042
1844,A,E1430,25050
1845,A,E1431,25051
1846,A,E1440,25060
1847,A,E1441,25062
1848,A,E1450,25070
1849,A,E1451,25072
1850,A,E1460,25080
1851,A,E1461,25082
1852,A,E1470,25080
1853,A,E1471,25082
1854,A,E1480,25090
1855,A,E1481,25092
1856,A,E1490,25000
1857,A,E1491,25002
1858,A,E15,2510
1859,A,E160,2511
1860,A,E161,2511
1861,A,E162,2512
1862,A,E163,2514
1863,A,E164,2515
1864,A,E168,2518
1865,A,E169,2519
1866,A,E200,2521
1867,A,E201,2754
1868,A,E208,2521
1869,A,E209,2521
1870,A,E210,2520
1871,A,E211,2520
1872,A,E212,2520
1873,A,E213,2520
1874,A,E214,2528
1875,A,E215,2529
1876,A,E220,2530
1877,A,E221,2531
1878,A,E222,2536
1879,A,E228,2531
1880,A,E229,2531
1881,A,E230,2532
1882,A,E231,2537
1883,A,E232,2535
1884,A,E233,2534
1885,A,E236,2538
1886,A,E237,2539
1887,A,E240,2550
1888,A,E241,2550
1889,A,E242,2550
1890,A,E243,2550
1891,A,E244,2550
1892,A,E248,2550
1893,A,E249,2550
1894,A,E250,2552
1895,A,E258,2552
1896,A,E259,2552
1897,A,E260,2551
1898,A,E261,2551
1899,A,E268,2551
1900,A,E269,2551
1901,A,E270,2553
1902,A,E271,2554
1903,A,E272,2554
1904,A,E273,2554
1905,A,E274,2555
1906,A,E275,2556
1907,A,E278,2558
1908,A,E279,2559
1909,A,E280,2560
1910,A,E281,2561
1911,A,E282,2564
1912,A,E283,2563
1913,A,E288,2568
1914,A,E289,2569
1915,A,E290,2570
1916,A,E291,2572
1917,A,E298,2578
1918,A,E299,2579
1919,A,E300,2590
1920,A,E301,2591
1921,A,E308,2591
1922,A,E309,2591
1923,A,E310,2581
1924,A,E311,2588
1925,A,E318,2588
1926,A,E319,2589
1927,A,E320,2540
1928,A,E321,2541
1929,A,E328,2548
1930,A,E329,2549
1931,A,E340,2592
1932,A,E341,2598
1933,A,E342,2593
1934,A,E343,2594
1935,A,E344,V218
1936,A,E345,2578
1937,A,E348,2598
1938,A,E349,2599
1939,A,E350,2468
1940,A,E351,2558
1941,A,E358,2598
1942,A,E40,260
1943,A,E41,261
1944,A,E42,260
1945,A,E43,262
1946,A,E440,2630
1947,A,E441,2631
1948,A,E45,2632
1949,A,E46,2639
1950,A,E500,2640
1951,A,E501,2641
1952,A,E502,2642
1953,A,E503,2643
1954,A,E504,2644
1955,A,E505,2645
1956,A,E506,2646
1957,A,E507,2647
1958,A,E508,2648
1959,A,E509,2649
1960,A,E511,2650
1961,A,E512,2651
1962,A,E518,2651
1963,A,E519,2651
1964,A,E52,2652
1965,A,E530,2660
1966,A,E531,2661
1967,A,E538,2662
1968,A,E539,2669
1969,A,E54,267
1970,A,E550,2680
1971,A,E559,2689
1972,A,E560,2691
1973,A,E561,2690
1974,A,E568,2691
1975,A,E569,2692
1976,A,E58,2693
1977,A,E59,2693
1978,A,E60,2693
1979,A,E610,2693
1980,A,E611,2693
1981,A,E612,2693
1982,A,E613,2693
1983,A,E614,2693
1984,A,E615,2693
1985,A,E616,2693
1986,A,E617,2693
1987,A,E618,2698
1988,A,E619,2699
1989,A,E630,2698
1990,A,E631,2698
1991,A,E638,2698
1992,A,E639,2699
1993,A,E640,2638
1994,A,E641,2648
1995,A,E642,267
1996,A,E643,2681
1997,A,E648,2698
1998,A,E649,2699
1999,A,E65,2781
2000,A,E660,27801
2001,A,E661,27801
2002,A,E662,27801
2003,A,E668,27801
2004,A,E669,27800
2005,A,E670,2782
2006,A,E671,2783
2007,A,E672,2788
2008,A,E673,2784
2009,A,E678,2788
2010,A,E68,2788
2011,A,E700,2701
2012,A,E701,2701
2013,A,E702,2700
2014,A,E703,2702
2015,A,E708,2702
2016,A,E709,2702
2017,A,E710,2703
2018,A,E711,2703
2019,A,E712,2703
2020,A,E713,2724
2021,A,E720,2700
2022,A,E721,2704
2023,A,E722,2706
2024,A,E723,2707
2025,A,E724,2706
2026,A,E725,2707
2027,A,E728,2708
2028,A,E729,2709
2029,A,E730,2713
2030,A,E731,2713
2031,A,E738,2713
2032,A,E739,2713
2033,A,E740,2710
2034,A,E741,2712
2035,A,E742,2711
2036,A,E743,2713
2037,A,E744,2718
2038,A,E748,2718
2039,A,E749,2719
2040,A,E750,3301
2041,A,E751,3301
2042,A,E752,2727
2043,A,E753,2727
2044,A,E754,3301
2045,A,E755,2727
2046,A,E756,2727
2047,A,E760,2775
2048,A,E761,2775
2049,A,E762,2775
2050,A,E763,2775
2051,A,E768,2775
2052,A,E769,2775
2053,A,E770,2727
2054,A,E771,2718
2055,A,E778,2718
2056,A,E779,2719
2057,A,E780,2720
2058,A,E781,2721
2059,A,E782,2722
2060,A,E783,2723
2061,A,E784,2724
2062,A,E785,2724
2063,A,E786,2725
2064,A,E788,2728
2065,A,E789,2729
2066,A,E790,2772
2067,A,E791,2772
2068,A,E798,2772
2069,A,E799,2772
2070,A,E800,2771
2071,A,E801,2771
2072,A,E802,2771
2073,A,E803,2778
2074,A,E804,2774
2075,A,E805,2774
2076,A,E806,2774
2077,A,E807,2774
2078,A,E830,2751
2079,A,E831,2750
2080,A,E832,2758
2081,A,E833,2753
2082,A,E834,2752
2083,A,E835,2754
2084,A,E838,2758
2085,A,E839,2759
2086,A,E840,27700
2087,A,E841,27701
2088,A,E848,27700
2089,A,E849,27700
2090,A,E850,27739
2091,A,E851,27739
2092,A,E852,27739
2093,A,E853,27731
2094,A,E854,27739
2095,A,E858,27739
2096,A,E859,27739
2097,A,E86,2765
2098,A,E870,2760
2099,A,E871,2761
2100,A,E872,2762
2101,A,E873,2763
2102,A,E874,2764
2103,A,E875,2767
2104,A,E876,2768
2105,A,E877,2766
2106,A,E878,2769
2107,A,E880,2776
2108,A,E881,2726
2109,A,E882,2728
2110,A,E888,2778
2111,A,E889,2779
2112,A,E890,2440
2113,A,E891,2513
2114,A,E892,2521
2115,A,E893,2537
2116,A,E894,2562
2117,A,E895,2571
2118,A,E896,2555
2119,A,E898,2598
2120,A,E899,2599
2121,A,E90,2778
2122,A,F000,29010
2123,A,F001,2900
2124,A,F002,2900
2125,A,F009,2900
2126,A,F010,29040
2127,A,F011,29040
2128,A,F012,29040
2129,A,F013,29040
2130,A,F018,29040
2131,A,F019,29040
2132,A,F020,29010
2133,A,F021,29010
2134,A,F022,2941
2135,A,F023,2941
2136,A,F024,2949
2137,A,F028,2941
2138,A,F03,2949
2139,A,F04,29409
2140,A,F050,2930
2141,A,F051,29011
2142,A,F058,2930
2143,A,F059,2930
2144,A,F060,29382
2145,A,F061,29389
2146,A,F062,29381
2147,A,F063,29389
2148,A,F064,29389
2149,A,F065,29389
2150,A,F066,29389
2151,A,F067,29389
2152,A,F068,2948
2153,A,F069,2949
2154,A,F070,3101
2155,A,F071,3108
2156,A,F072,3102
2157,A,F078,3108
2158,A,F079,3109
2159,A,F09,2949
2160,A,F100,30500
2161,A,F101,30500
2162,A,F102,30390
2163,A,F103,2918
2164,A,F104,2910
2165,A,F105,2918
2166,A,F106,2911
2167,A,F107,2912
2168,A,F108,2918
2169,A,F109,2919
2170,A,F110,30550
2171,A,F111,30550
2172,A,F112,30400
2173,A,F113,2920
2174,A,F114,2920
2175,A,F115,29289
2176,A,F116,29283
2177,A,F117,29289
2178,A,F118,29289
2179,A,F119,2929
2180,A,F120,30520
2181,A,F121,30520
2182,A,F122,30430
2183,A,F123,2920
2184,A,F124,2920
2185,A,F125,29289
2186,A,F126,29283
2187,A,F127,29289
2188,A,F128,29289
2189,A,F129,2929
2190,A,F130,30540
2191,A,F131,30540
2192,A,F132,30410
2193,A,F133,2920
2194,A,F134,2920
2195,A,F135,29289
2196,A,F136,29283
2197,A,F137,29289
2198,A,F138,29289
2199,A,F139,2929
2200,A,F140,30560
2201,A,F141,30560
2202,A,F142,30420
2203,A,F143,2920
2204,A,F144,2920
2205,A,F145,29289
2206,A,F146,29283
2207,A,F147,29289
2208,A,F148,29289
2209,A,F149,2929
2210,A,F150,30570
2211,A,F151,30570
2212,A,F152,30440
2213,A,F153,2920
2214,A,F154,2920
2215,A,F155,29289
2216,A,F156,29283
2217,A,F157,29289
2218,A,F158,29289
2219,A,F159,2929
2220,A,F160,30530
2221,A,F161,30530
2222,A,F162,30450
2223,A,F163,2920
2224,A,F164,2920
2225,A,F165,29289
2226,A,F166,29283
2227,A,F167,29289
2228,A,F168,29289
2229,A,F169,2929
2230,A,F170,3051
2231,A,F171,3051
2232,A,F172,30460
2233,A,F173,2920
2234,A,F174,2920
2235,A,F175,29289
2236,A,F176,29283
2237,A,F177,29289
2238,A,F178,29289
2239,A,F179,2929
2240,A,F180,30590
2241,A,F181,30590
2242,A,F182,30460
2243,A,F183,2920
2244,A,F184,2920
2245,A,F185,29289
2246,A,F186,29283
2247,A,F187,29289
2248,A,F188,29289
2249,A,F189,2929
2250,A,F190,30590
2251,A,F191,30590
2252,A,F192,30480
2253,A,F193,2920
2254,A,F194,2920
2255,A,F195,29289
2256,A,F196,29283
2257,A,F197,29289
2258,A,F198,29289
2259,A,F199,2929
2260,A,F200,29530
2261,A,F201,29510
2262,A,F202,29520
2263,A,F203,29590
2264,A,F204,3004
2265,A,F205,29560
2266,A,F206,29500
2267,A,F208,29580
2268,A,F209,29590
2269,A,F21,29550
2270,A,F220,2971
2271,A,F228,2978
2272,A,F229,2979
2273,A,F230,2983
2274,A,F231,29540
2275,A,F232,29540
2276,A,F233,2983
2277,A,F238,2988
2278,A,F239,2988
2279,A,F24,2973
2280,A,F250,29570
2281,A,F251,29570
2282,A,F252,29570
2283,A,F258,29580
2284,A,F259,29590
2285,A,F28,2988
2286,A,F29,2989
2287,A,F300,29600
2288,A,F301,29600
2289,A,F302,29600
2290,A,F308,29640
2291,A,F309,29600
2292,A,F310,29640
2293,A,F311,29640
2294,A,F312,29640
2295,A,F313,29651
2296,A,F314,29653
2297,A,F315,29654
2298,A,F316,29660
2299,A,F317,2967
2300,A,F318,2967
2301,A,F319,2967
2302,A,F320,29621
2303,A,F321,29622
2304,A,F322,29623
2305,A,F323,29624
2306,A,F328,29682
2307,A,F329,311
2308,A,F330,29631
2309,A,F331,29632
2310,A,F332,29633
2311,A,F333,29634
2312,A,F334,29636
2313,A,F338,29630
2314,A,F339,29630
2315,A,F340,30113
2316,A,F341,3004
2317,A,F348,29699
2318,A,F349,29690
2319,A,F380,29689
2320,A,F381,29682
2321,A,F388,29699
2322,A,F39,29690
2323,A,F4000,30022
2324,A,F4001,30021
2325,A,F401,30023
2326,A,F402,30029
2327,A,F408,30029
2328,A,F409,30020
2329,A,F410,30001
2330,A,F411,30002
2331,A,F412,3004
2332,A,F413,30009
2333,A,F418,30009
2334,A,F419,30000
2335,A,F420,3003
2336,A,F421,3003
2337,A,F422,3003
2338,A,F428,3003
2339,A,F429,3003
2340,A,F430,3083
2341,A,F431,3083
2342,A,F432,30929
2343,A,F438,3083
2344,A,F439,3089
2345,A,F440,30012
2346,A,F441,30013
2347,A,F442,30015
2348,A,F443,30019
2349,A,F444,30015
2350,A,F445,30015
2351,A,F446,30015
2352,A,F447,30011
2353,A,F4480,30016
2354,A,F4481,30014
2355,A,F4482,30015
2356,A,F4488,30019
2357,A,F449,30015
2358,A,F450,30081
2359,A,F451,3009
2360,A,F452,3007
2361,A,F4530,3069
2362,A,F4531,3062
2363,A,F4532,3064
2364,A,F4533,3064
2365,A,F4534,3061
2366,A,F4535,30650
2367,A,F4538,3068
2368,A,F4539,3068
2369,A,F454,30780
2370,A,F458,30789
2371,A,F459,3069
2372,A,F480,3005
2373,A,F481,3006
2374,A,F488,30089
2375,A,F489,3009
2376,A,F500,3071
2377,A,F501,30759
2378,A,F502,30751
2379,A,F503,30759
2380,A,F504,30759
2381,A,F505,30754
2382,A,F508,30759
2383,A,F509,30750
2384,A,F510,30741
2385,A,F511,30744
2386,A,F512,30745
2387,A,F513,30746
2388,A,F514,30746
2389,A,F515,30747
2390,A,F518,30747
2391,A,F519,30740
2392,A,F520,30271
2393,A,F521,30272
2394,A,F522,30272
2395,A,F523,30273
2396,A,F524,30275
2397,A,F525,30651
2398,A,F526,30276
2399,A,F527,30289
2400,A,F528,30279
2401,A,F529,30270
2402,A,F530,64844
2403,A,F531,64844
2404,A,F538,64844
2405,A,F539,64844
2406,A,F54,316
2407,A,F550,30580
2408,A,F551,30590
2409,A,F552,30590
2410,A,F553,30590
2411,A,F554,30590
2412,A,F555,30590
2413,A,F556,30590
2414,A,F558,30590
2415,A,F559,30590
2416,A,F59,3069
2417,A,F600,3010
2418,A,F601,30120
2419,A,F602,3017
2420,A,F6030,3013
2421,A,F6031,30183
2422,A,F604,30150
2423,A,F605,3014
2424,A,F606,30182
2425,A,F607,3016
2426,A,F608,30189
2427,A,F609,3019
2428,A,F61,30189
2429,A,F620,30189
2430,A,F621,30189
2431,A,F628,30189
2432,A,F629,30189
2433,A,F630,31231
2434,A,F631,31233
2435,A,F632,31232
2436,A,F633,31239
2437,A,F638,31239
2438,A,F639,31230
2439,A,F640,30250
2440,A,F641,3023
2441,A,F642,3026
2442,A,F648,30289
2443,A,F649,3026
2444,A,F650,30281
2445,A,F651,3023
2446,A,F652,3024
2447,A,F653,30282
2448,A,F654,3022
2449,A,F655,30283
2450,A,F656,30289
2451,A,F658,30289
2452,A,F659,3029
2453,A,F660,30289
2454,A,F661,30289
2455,A,F662,30289
2456,A,F668,30289
2457,A,F669,3029
2458,A,F680,30019
2459,A,F681,30151
2460,A,F688,30189
2461,A,F69,3019
2462,A,F700,317
2463,A,F701,317
2464,A,F708,317
2465,A,F709,317
2466,A,F710,3180
2467,A,F711,3180
2468,A,F718,3180
2469,A,F719,3180
2470,A,F720,3181
2471,A,F721,3181
2472,A,F728,3181
2473,A,F729,3181
2474,A,F730,3182
2475,A,F731,3182
2476,A,F738,3182
2477,A,F739,3182
2478,A,F780,319
2479,A,F781,319
2480,A,F788,319
2481,A,F789,319
2482,A,F790,319
2483,A,F791,319
2484,A,F798,319
2485,A,F799,319
2486,A,F800,31539
2487,A,F801,31531
2488,A,F802,31531
2489,A,F803,31531
2490,A,F808,31539
2491,A,F809,3159
2492,A,F810,31500
2493,A,F811,31509
2494,A,F812,3151
2495,A,F813,3152
2496,A,F818,3152
2497,A,F819,3152
2498,A,F82,3154
2499,A,F83,3155
2500,A,F840,29900
2501,A,F841,29980
2502,A,F842,3308
2503,A,F843,29910
2504,A,F844,29980
2505,A,F845,29990
2506,A,F848,29980
2507,A,F849,29990
2508,A,F88,3158
2509,A,F89,3159
2510,A,F900,31400
2511,A,F901,3142
2512,A,F908,3148
2513,A,F909,3149
2514,A,F910,31289
2515,A,F911,31200
2516,A,F912,31220
2517,A,F913,31289
2518,A,F918,31289
2519,A,F919,3129
2520,A,F920,3124
2521,A,F928,3124
2522,A,F929,3124
2523,A,F930,30921
2524,A,F931,3130
2525,A,F932,3130
2526,A,F933,3133
2527,A,F938,31389
2528,A,F939,3139
2529,A,F940,30983
2530,A,F941,31322
2531,A,F942,31322
2532,A,F948,31389
2533,A,F949,3139
2534,A,F950,30721
2535,A,F951,30722
2536,A,F952,30723
2537,A,F958,30720
2538,A,F959,30720
2539,A,F980,3076
2540,A,F981,3077
2541,A,F982,30759
2542,A,F983,30752
2543,A,F984,3073
2544,A,F985,3070
2545,A,F986,3070
2546,A,F988,3079
2547,A,F989,3079
2548,A,F99,3009
2549,A,G000,3200
2550,A,G001,3201
2551,A,G002,3202
2552,A,G003,3203
2553,A,G008,32089
2554,A,G009,3209
2555,A,G01,3207
2556,A,G020,3212
2557,A,G021,3211
2558,A,G028,3213
2559,A,G030,3220
2560,A,G031,3222
2561,A,G032,3229
2562,A,G038,3229
2563,A,G039,3229
2564,A,G040,3235
2565,A,G041,34411
2566,A,G042,3238
2567,A,G048,3238
2568,A,G049,3238
2569,A,G050,3207
2570,A,G051,3230
2571,A,G052,3232
2572,A,G058,3234
2573,A,G060,3240
2574,A,G061,3241
2575,A,G062,3249
2576,A,G07,3240
2577,A,G08,325
2578,A,G09,326
2579,A,G10,3334
2580,A,G110,3343
2581,A,G111,3342
2582,A,G112,3343
2583,A,G113,3343
2584,A,G114,3341
2585,A,G118,3342
2586,A,G119,3342
2587,A,G120,3350
2588,A,G121,33511
2589,A,G122,33529
2590,A,G128,33519
2591,A,G129,33510
2592,A,G130,3599
2593,A,G131,3483
2594,A,G132,3317
2595,A,G138,3317
2596,A,G20,3320
2597,A,G210,33392
2598,A,G211,33211
2599,A,G212,33212
2600,A,G213,33213
2601,A,G218,33218
2602,A,G219,33219
2603,A,G22,33218
2604,A,G230,3330
2605,A,G231,3330
2606,A,G232,3330
2607,A,G238,3330
2608,A,G239,3330
2609,A,G240,3337
2610,A,G241,3336
2611,A,G242,3336
